Faculty,Code,Title,Description,Components,Prerequisites
ELG,4912,Projet de design en génie électrique : Partie I / Electrical Engineering Design Project: Part I ,"Cours et exercices sur la méthodologie du design et du développement de produits, et le rôle de l'ingénieur professionnel à cet égard. Sélection d'un projet qui pourra développer les habiletés de design, du travail d'équipe et d'entrepreneuriat. Formation des équipes. documentation et présentation de la première itération du projet de design. / Lectures and tutorials on product design and development methodology, and the role of the professional engineer in this regard. Selection of a project that will build, team work and entrepreneurial skills. Formation of teams. Documentation and presentation of first iteration of design project.","Volet / Course Component:Laboratoire / Laboratory, Cours magistral / Lecture","Préalables :ELG 3106,ELG 3136,ELG 3175,ELG 3155."
ELG,4913,Projet de design en génie électrique : Partie II / Electrical Engineering Design Project: Part II ,"Lectures and tutorials on product design and development methodology, and the role of the professional engineer in this regard. Completion of work started inELG 4912. Deliverables include written documentationand presentations in class.","Volet / Course Component:Laboratoire / Laboratory, Cours magistral / Lecture",Préalable :ELG 4912.
ELG,5100,Software Engineering Project Management ,"Software system engineering and organization methods; work breakdown structure and task determination; effort, duration and cost estimation; scheduling and planning. Monitoring and control; analysis of options; management of risks, change, and expectations. Process and product metrics, post-performance analysis, process improvement and maturity. Management of Agile Programming methodologies such as Extreme Programming. Case studies. This course is equivalent to EACJ 5211 at Carleton University.",Lecture,
ELG,5103,Optical Communications Systems ,"Optical communication system concepts and basic characteristics. Optical Transmitters. Optical detection. Optical noise sources and their mathematical models. Non-coherent (direct) detection: system model, direct detection of intensity modulation, application of photo-multiplication, optimal post-detection processing, and subcarrier systems. Coherent detection: heterodyne receivers, the field matching problem and receiver performance. Optical binary digital system, single-mode binary and heterodyne binary systems. Block coded digital optical communication systems: PPM, PAM, PSK, and FSK signalling. Integration of device technology and system architecture. Selected topics in optical communications and networking. This course is equivalent to EACJ 5201 at Carleton University.",Lecture,
ELG,5104,Electromagnetic Waves Theory and Applications ,The homogeneous wave equation. Uniform and nonuniform plane waves. Inhomogeneous wave equations. Green's functions. Theory of potentials. Scattering problems. Numerical methods. Boundary value problems. Perturbation and variational techniques. This course is equivalent to EACJ 5401 at Carleton University.,Lecture,
ELG,5106,Fourier Optics ,"Diffraction: Plane waves expansions, angular spectra, 2D Fourier transform, scalar and vector diffraction theory, Fresnel and Fraunhofer diffraction, coherence. Linear optical systems: Thin lenses, Gaussian beam optics, transmission functions, linear systems theory, imaging, transfer functions, aberration. Applications: Holography, diffractive optics, gratings, optical correlation. This course is equivalent to EACJ 5003 at Carleton University.",Lecture,
ELG,5119,Stochastic Processes ,"Probability. Random variables. Distribution and density functions. Expectation. Functions of random variables. Moments and characteristic functions. Random vectors. Sequences of random variables and convergence. Limit theorems. Stochastic processes: basic notions. Stationarity. Ergodicity. Poisson and Gaussian processes. Second order processes. Representation theorems. Markov processes and chains. CoursesELG 5119,ELG 6153(SYSC 5503) cannot be combined for units. This course is equivalent to EACJ 5109 at Carleton University.",Lecture,
ELG,5121,Multimedia Communications ,"Introduction, applications, standards. Networking technologies. Image, video and audio compression. Quality of Service and resource management. Scheduling issues for real-time MM transport. Multimedia synchronization. Multimedia and the Internet. Multimedia conferencing. Multimedia to the home. Satellites and multimedia. Multimedia applications. This course is equivalent to EACJ 5201 at Carleton University.",Lecture,
ELG,5124,Virtual Environments ,"Basic concepts. Virtual worlds. Hardware and software support. World modeling. Geometric modeling. Light modeling. Kinematic and dynamic models. Other physical modeling modalities. Multisensor data fusion, anthropomorphic avatars. Animation: modeling languages, scripts, real-time computer architectures. VE interfaces. Case studies. This course is equivalent to EACJ 5204 at Carleton University.",Lecture,
ELG,5126,Source Coding and Data Compression ,"Lossless coding: discrete sources, entropy rate, Huffman coding, arithmetic coding, dictionary methods. Lossy coding: continuous sources, rate-distortion functions. Waveform coding methods: scalar and vector quantization, predictive coding, transform coding, subband and wavelet coding. Applications to telecommunications and storage: text, speech, audio, facsimile, image, video.",Lecture,CoursesELG 5126andELG 6167cannot be combined for units.
ELG,5127,Medical Image Modalities ,"Mathematical models of image formation based on the image modality and tissue properties. Linear models of image degradation and reconstruction. Inverse problems, regularization for image reconstruction. Image formation in radiology, computed tomography, MRI, nuclear medicine, ultrasound, positron emission tomography. This course is equivalent to SYSC 5304 at Carleton University.",Lecture,The courseELG 5127cannot be combined for units withBMG 5105(BIOM 5200 at Carleton University).
ELG,5128,Wireless Ad Hoc Networking ,"Self-organized, mobile, and hybrid ad hoc networks. Physical, medium access, networks, transport and application layers, and cross-layering issues. Power management. Security in ad hoc networks. Topology control and maintenance. Date communication protocols, routing and broadcasting. Location service for efficient routing. CoursesCSI 5148(COMP 5103),ELG 5128cannot be combined for units.",Lecture,Exclusion:CSI 5148(COMP 5103)
ELG,5131,Graphical Models ,"Bayesian networks, factor graphs, Markov random fields, maximum a posteriori probability (MAP) and  maximum likelihood (ML) principles, elimination algorithm, sum-product algorithm, decomposable and non-decomposable models, junction tree algorithm, completely observed models, iterative proportional fitting algorithm, expectation-maximization (EM) algorithm, iterative conditional modes algorithm, variational methods, applications. CoursesELG 5131,ELG 7177(EACJ 5605) cannot be combined for units. This course is equivalent to EACJ 5131 at Carleton University.",Lecture,
ELG,5132,Smart Antennas ,"Wireless systems and their imitations. Introduction to propagation and antenna arrays. Concept of smart antenna; spatial processing; space-division multiple access. Types of smart antennas. Range and capacity  improvement. Beamforming networks and algorithms. Direction-of-arrival estimation. Multiple-input multiple- output (MIMO) architecture: basic principles; capacity issues; performance analysis. Bell Lab Layered Space-Time (BLAST) algorithm. Space-time coding. Alamouti scheme. Spatio-temporal radio channels. Impact of correlation. CoursesELG 5132,ELG 7178(EACJ 5606) cannot be combined for units.",Lecture,
ELG,5133,Introduction to Mobile Communications ,"Introduction to mobile and cellular systems. Radio channel characterization: signal strength prediction techniques and coverage; indoor/outdoor models; fading;  delay spread; interference models and outage probabilities. Digital modulation and transmission system performance. Signal processing techniques, diversity and beamforming.Multiple-input multiple-output (MIMO) systems. New directions and recent results.",Lecture,
ELG,5137,Planning and Design of Computer Networks ,"Planning process of computer networks; needs and technical requirements; modeling of different network planning problems; exact and approximate algorithms; topological planning and expansion problems; equipment (switch, router) location problem; approximate and optimal routing algorithms; presentation of various case studies. This course is equivalent to SYSC 5407 at Carleton University.",Lecture,
ELG,5142,Ubiquitous Sensing for Smart Cities ,"This course is an introduction to ubiquitous sensing systems for intelligently coordinated and efficient cities and spaces. Three primary foci will be on smart cities sensing, reliable sensory data acquisition, and security and privacy in smart city sensing systems. Topics will include: a thorough presentation of sensor and actuator networks for smart cities, software-defined Internet of Things, vehicular sensing, social sensing, detailed investigation of opportunistic and participatory sensing solutions, sensing as a service, and security and privacy assurance in smart city services by using artificial intelligence methods. An emphasis will be given on the design and analysis of multi-purposed, non-dedicated and large-scale sensing systems along with the trustworthiness, reliability, security and efficiency requirements of smart city services.",Lecture,
